LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Westminster,E09000033,Westminster,2,5,2,5,2,2,1,2,3,1,242299,25,Westminster,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Westminster&r1d1=d12&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d52&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d93&r1d10=d101&r1d11=d12",101,108,3,104,6,112,121,145,117,71,140
Barking and Dagenham,E09000002,Barking and Dagenham,5,2,1,1,5,2,1,2,1,1,201979,21,Barking_and_Dagenham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Barking_and_Dagenham&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d15",128,25,102,134,125,16,111,131,98,152,127
Barnet,E09000003,Barnet,1,5,5,5,4,4,2,4,4,2,379691,36,Barnet,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Barnet&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d72&r1d8=d84&r1d9=d94&r1d10=d102&r1d11=d11",39,126,19,13,7,58,55,101,53,37,111
Bexley,E09000004,Bexley,2,3,5,5,2,5,3,1,3,2,242142,31,Bexley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bexley&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d45&r1d5=d52&r1d6=d65&r1d7=d73&r1d8=d81&r1d9=d93&r1d10=d102&r1d11=d12",63,99,65,29,25,105,4,63,128,68,95
Brent,E09000005,Brent,5,4,3,5,5,4,1,2,1,1,324012,31,Brent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Brent&r1d1=d15&r1d2=d24&r1d3=d33&r1d4=d45&r1d5=d55&r1d6=d64&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d15",63,27,42,80,23,28,46,132,101,125,142
Bromley,E09000006,Bromley,1,5,5,5,3,5,4,3,4,2,324857,37,Bromley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bromley&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d53&r1d6=d65&r1d7=d74&r1d8=d83&r1d9=d94&r1d10=d102&r1d11=d11",32,133,27,22,15,85,13,57,74,54,107
Croydon,E09000008,Croydon,1,4,2,4,2,4,2,1,1,2,379031,23,Croydon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Croydon&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d52&r1d6=d64&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d102&r1d11=d11",114,138,50,110,38,114,37,95,134,124,115
Ealing,E09000009,Ealing,1,5,4,4,5,5,2,4,2,4,343059,36,Ealing,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Ealing&r1d1=d11&r1d2=d25&r1d3=d34&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d72&r1d8=d84&r1d9=d92&r1d10=d104&r1d11=d11",39,144,30,60,41,12,23,117,57,97,40
Enfield,E09000010,Enfield,1,3,4,4,3,4,1,1,2,3,328433,26,Enfield,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Enfield&r1d1=d11&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d11",94,149,63,58,60,64,54,134,138,101,87
Greenwich,E09000011,Greenwich,2,3,2,2,3,4,1,1,3,2,274803,23,Greenwich,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Greenwich&r1d1=d12&r1d2=d23&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d93&r1d10=d102&r1d11=d12",114,117,67,106,121,66,51,130,149,85,101
Harrow,E09000015,Harrow,2,5,5,5,4,5,2,3,3,1,247130,35,Harrow,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Harrow&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d93&r1d10=d101&r1d11=d12",46,116,18,19,2,44,25,103,73,81,135
Havering,E09000016,Havering,2,3,4,4,3,3,3,4,3,3,249085,32,Havering,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Havering&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d84&r1d9=d93&r1d10=d103&r1d11=d12",57,96,83,43,35,75,90,64,50,66,84
Hillingdon,E09000017,Hillingdon,4,4,3,5,3,4,3,1,1,3,297735,31,Hillingdon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hillingdon&r1d1=d14&r1d2=d24&r1d3=d33&r1d4=d45&r1d5=d53&r1d6=d64&r1d7=d73&r1d8=d81&r1d9=d91&r1d10=d103&r1d11=d14",63,32,40,77,29,63,35,90,129,137,74
Hounslow,E09000018,Hounslow,2,5,2,5,4,3,2,2,2,2,268770,29,Hounslow,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hounslow&r1d1=d12&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d63&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d12",73,113,22,102,20,51,77,108,95,104,120
Kingston upon Thames,E09000021,Kingston upon Thames,5,5,5,5,5,5,3,4,5,3,173525,45,Kingston_upon_Thames,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kingston_upon_Thames&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d65&r1d7=d73&r1d8=d84&r1d9=d95&r1d10=d103&r1d11=d15",6,3,11,16,5,5,10,65,43,27,66
Merton,E09000024,Merton,5,5,4,4,4,4,3,3,4,2,204565,38,Merton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Merton&r1d1=d15&r1d2=d25&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d64&r1d7=d73&r1d8=d83&r1d9=d94&r1d10=d102&r1d11=d15",29,7,7,31,34,48,56,75,87,46,116
Redbridge,E09000026,Redbridge,2,5,5,5,4,3,2,5,1,2,296793,34,Redbridge,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Redbridge&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d63&r1d7=d72&r1d8=d85&r1d9=d91&r1d10=d102&r1d11=d12",49,119,24,25,27,57,88,120,2,127,99
Richmond upon Thames,E09000027,Richmond upon Thames,5,5,5,5,5,4,5,5,5,4,194730,48,Richmond_upon_Thames,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Richmond_upon_Thames&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d104&r1d11=d15",2,6,2,5,12,4,38,24,25,4,53
Sutton,E09000029,Sutton,5,5,5,5,4,4,4,1,3,4,200145,40,Sutton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Sutton&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d93&r1d10=d104&r1d11=d15",25,17,25,21,4,54,58,49,125,74,59
Waltham Forest,E09000031,Waltham Forest,1,4,3,4,4,4,1,2,2,2,271170,27,Waltham_Forest,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Waltham_Forest&r1d1=d11&r1d2=d24&r1d3=d33&r1d4=d44&r1d5=d54&r1d6=d64&r1d7=d71&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d11",84,141,52,75,37,47,42,126,94,115,121
Bracknell Forest,E06000036,Bracknell Forest,3,4,5,4,5,4,5,4,5,5,118982,44,Bracknell_Forest,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bracknell_Forest&r1d1=d13&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d13",8,85,32,6,58,18,50,11,56,26,13
Brighton and Hove,E06000043,Brighton and Hove,2,4,3,3,2,2,3,1,4,5,285276,29,Brighton_and_Hove,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Brighton_and_Hove&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d43&r1d5=d52&r1d6=d62&r1d7=d73&r1d8=d81&r1d9=d94&r1d10=d105&r1d11=d12",73,101,38,71,73,106,104,91,135,49,5
Isle of Wight,E06000046,Isle of Wight,2,2,2,3,5,5,4,4,4,3,139395,34,Isle_of_Wight,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Isle_of_Wight&r1d1=d12&r1d2=d22&r1d3=d32&r1d4=d43&r1d5=d55&r1d6=d65&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d103&r1d11=d12",49,111,113,97,75,13,21,53,34,39,73
Medway,E06000035,Medway,4,2,3,1,4,5,3,2,2,5,276492,31,Medway,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Medway&r1d1=d14&r1d2=d22&r1d3=d33&r1d4=d41&r1d5=d54&r1d6=d65&r1d7=d73&r1d8=d82&r1d9=d92&r1d10=d105&r1d11=d14",63,39,104,90,147,43,20,73,118,114,22
Milton Keynes,E06000042,Milton Keynes,1,3,3,3,3,5,3,2,3,3,261762,29,Milton_Keynes,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Milton_Keynes&r1d1=d11&r1d2=d23&r1d3=d33&r1d4=d43&r1d5=d53&r1d6=d65&r1d7=d73&r1d8=d82&r1d9=d93&r1d10=d103&r1d11=d11",73,124,62,88,70,89,18,62,96,88,79
Portsmouth,E06000044,Portsmouth,1,3,1,1,2,2,3,5,3,2,211758,23,Portsmouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Portsmouth&r1d1=d11&r1d2=d23&r1d3=d31&r1d4=d41&r1d5=d52&r1d6=d62&r1d7=d73&r1d8=d85&r1d9=d93&r1d10=d102&r1d11=d11",114,129,91,137,134,100,109,84,21,79,94
Reading,E06000038,Reading,1,4,1,3,3,3,3,3,5,3,161739,29,Reading,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Reading&r1d1=d11&r1d2=d24&r1d3=d31&r1d4=d43&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d83&r1d9=d95&r1d10=d103&r1d11=d11",73,146,33,124,82,87,80,87,72,16,81
Slough,E06000039,Slough,3,4,2,4,4,2,2,1,1,2,145734,25,Slough,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Slough&r1d1=d13&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d54&r1d6=d62&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d102&r1d11=d13",101,84,57,112,51,32,105,111,137,145,93
Southampton,E06000045,Southampton,3,3,1,2,4,2,3,3,1,3,249537,25,Southampton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southampton&r1d1=d13&r1d2=d23&r1d3=d31&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d73&r1d8=d83&r1d9=d91&r1d10=d103&r1d11=d13",101,79,84,141,108,45,96,83,88,128,91
West Berkshire,E06000037,West Berkshire,5,5,5,5,5,4,5,5,5,5,156020,49,West_Berkshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Berkshire&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",1,9,15,17,30,27,61,7,6,29,3
Windsor and Maidenhead,E06000040,Windsor and Maidenhead,5,5,5,3,4,4,4,5,5,5,147708,45,Windsor_and_Maidenhead,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Windsor_and_Maidenhead&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d43&r1d5=d54&r1d6=d64&r1d7=d74&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",6,29,9,14,76,50,48,37,9,12,6
Wokingham,E06000041,Wokingham,5,5,5,5,4,3,5,4,5,3,160409,44,Wokingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wokingham&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d103&r1d11=d15",8,24,10,2,8,33,79,3,37,19,72
Buckinghamshire,E10000002,Buckinghamshire,3,5,5,5,4,1,5,5,5,5,528400,43,Buckinghamshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Buckinghamshire&r1d1=d13&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d13",12,86,16,10,17,49,137,25,8,6,4
East Sussex,E10000011,East Sussex,3,3,4,2,3,1,4,4,4,5,544064,33,East_Sussex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Sussex&r1d1=d13&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d13",53,75,89,55,99,71,140,45,60,55,20
Hampshire,E10000014,Hampshire,4,4,5,5,4,1,5,5,5,4,1353043,42,Hampshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hampshire&r1d1=d14&r1d2=d24&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d104&r1d11=d14",17,37,41,30,26,46,143,15,26,15,57
Kent,E10000016,Kent,4,3,4,3,4,1,4,4,4,5,1524719,36,Kent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kent&r1d1=d14&r1d2=d23&r1d3=d34&r1d4=d43&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d14",39,51,74,61,85,61,131,55,49,59,26
Oxfordshire,E10000025,Oxfordshire,5,5,5,3,5,1,5,5,5,5,677810,44,Oxfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Oxfordshire&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d43&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",8,15,13,20,71,8,126,12,14,9,27
Surrey,E10000030,Surrey,4,5,5,5,4,1,5,4,5,4,1168809,42,Surrey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Surrey&r1d1=d14&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d104&r1d11=d14",17,50,17,4,3,35,135,18,41,8,31
West Sussex,E10000032,West Sussex,4,4,4,3,3,1,5,5,5,3,836256,37,West_Sussex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Sussex&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d103&r1d11=d14",32,47,49,39,86,62,138,16,16,30,62
Bath and North East Somerset,E06000022,Bath and North East Somerset,4,5,5,4,5,5,5,4,5,5,184874,47,Bath_and_North_East_Somerset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bath_and_North_East_Somerset&r1d1=d14&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d14",3,49,20,27,42,15,8,5,48,7,1
Bournemouth,E06000028,Bournemouth,1,3,2,2,3,5,3,2,4,4,194516,29,Bournemouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bournemouth&r1d1=d11&r1d2=d23&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d65&r1d7=d73&r1d8=d82&r1d9=d94&r1d10=d104&r1d11=d11",73,140,79,113,101,83,7,70,119,42,36
"Bristol, City of",E06000023,"Bristol, City of",1,4,2,1,4,5,3,1,3,3,449328,27,Bristol,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bristol&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d41&r1d5=d54&r1d6=d65&r1d7=d73&r1d8=d81&r1d9=d93&r1d10=d103&r1d11=d11",84,127,58,98,131,53,24,85,141,78,63
Cornwall,E06000052,Cornwall,5,2,4,3,5,2,4,5,4,3,549404,37,Cornwall,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cornwall&r1d1=d15&r1d2=d22&r1d3=d34&r1d4=d43&r1d5=d55&r1d6=d62&r1d7=d74&r1d8=d85&r1d9=d94&r1d10=d103&r1d11=d15",32,30,101,37,63,10,102,50,18,40,78
Isles of Scilly,E06000053,Isles of Scilly,5,5,5,5,5,2,5,4,5,5,2324,46,Isles_of_Scilly,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Isles_of_Scilly&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d15",5,16,21,18,21,25,118,1,45,5,21
North Somerset,E06000024,North Somerset,5,3,4,4,3,5,4,3,3,5,209944,39,North_Somerset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=North_Somerset&r1d1=d15&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d65&r1d7=d74&r1d8=d83&r1d9=d93&r1d10=d105&r1d11=d15",27,8,73,40,54,69,3,36,63,69,11
Plymouth,E06000026,Plymouth,4,2,2,1,4,3,4,4,2,3,262712,29,Plymouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Plymouth&r1d1=d14&r1d2=d22&r1d3=d32&r1d4=d41&r1d5=d54&r1d6=d63&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d14",73,35,120,118,129,31,71,59,59,108,86
Poole,E06000029,Poole,4,4,4,4,4,5,5,3,5,5,150577,43,Poole,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Poole&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d65&r1d7=d75&r1d8=d83&r1d9=d95&r1d10=d105&r1d11=d14",12,58,59,48,52,42,15,23,64,24,16
South Gloucestershire,E06000025,South Gloucestershire,5,4,5,4,5,5,5,5,4,5,274661,47,South_Gloucestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=South_Gloucestershire&r1d1=d15&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d85&r1d9=d94&r1d10=d105&r1d11=d15",3,23,39,23,57,23,30,8,30,33,8
Swindon,E06000030,Swindon,4,3,1,2,3,3,4,3,4,3,217160,30,Swindon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Swindon&r1d1=d14&r1d2=d23&r1d3=d31&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d94&r1d10=d103&r1d11=d14",68,56,80,139,104,81,75,48,65,53,83
