LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Westminster,E09000033,Westminster,2,5,2,5,1,1,1,2,2,1,242299,22,Westminster,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Westminster&r1d1=d12&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d51&r1d6=d61&r1d7=d71&r1d8=d82&r1d9=d92&r1d10=d101&r1d11=d12",174,174,2,165,6,177,185,210,173,136,205
Barking and Dagenham,E09000002,Barking and Dagenham,5,2,1,1,5,2,1,2,1,1,201979,21,Barking_and_Dagenham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Barking_and_Dagenham&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d15",183,25,141,199,190,16,161,196,149,217,193
Barnet,E09000003,Barnet,1,5,5,5,4,4,2,4,5,1,379691,36,Barnet,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Barnet&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d72&r1d8=d84&r1d9=d95&r1d10=d101&r1d11=d11",40,191,19,17,7,58,68,165,83,37,176
Bexley,E09000004,Bexley,2,4,5,5,2,5,3,1,2,2,242142,31,Bexley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bexley&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d45&r1d5=d52&r1d6=d65&r1d7=d73&r1d8=d81&r1d9=d92&r1d10=d102&r1d11=d12",65,164,75,34,25,170,5,89,187,132,160
Brent,E09000005,Brent,5,4,2,5,5,4,1,2,1,1,324012,30,Brent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Brent&r1d1=d15&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d55&r1d6=d64&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d15",74,28,48,137,23,28,57,197,151,191,207
Bromley,E09000006,Bromley,1,5,5,5,2,5,4,3,4,2,324857,36,Bromley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bromley&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d52&r1d6=d65&r1d7=d74&r1d8=d83&r1d9=d94&r1d10=d102&r1d11=d11",40,198,29,26,15,144,17,68,117,54,172
Croydon,E09000008,Croydon,1,4,2,5,1,5,2,1,1,1,379031,23,Croydon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Croydon&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d51&r1d6=d65&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",160,203,59,171,38,179,41,159,195,188,180
Ealing,E09000009,Ealing,1,5,4,5,5,5,1,3,2,5,343059,36,Ealing,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Ealing&r1d1=d11&r1d2=d25&r1d3=d34&r1d4=d45&r1d5=d55&r1d6=d65&r1d7=d71&r1d8=d83&r1d9=d92&r1d10=d105&r1d11=d11",40,209,34,70,41,12,24,182,90,162,40
Enfield,E09000010,Enfield,1,4,4,4,4,4,1,1,2,2,328433,27,Enfield,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Enfield&r1d1=d11&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d102&r1d11=d11",112,214,73,69,60,64,67,199,199,166,152
Greenwich,E09000011,Greenwich,1,4,2,1,4,4,1,1,2,2,274803,22,Greenwich,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Greenwich&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d41&r1d5=d54&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d102&r1d11=d11",174,183,76,169,186,65,62,195,214,150,166
Harrow,E09000015,Harrow,1,5,5,5,4,5,2,3,2,1,247130,33,Harrow,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Harrow&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d101&r1d11=d11",53,181,18,23,2,44,27,167,115,146,200
Havering,E09000016,Havering,2,3,4,5,3,3,3,4,4,2,249085,33,Havering,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Havering&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d45&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d84&r1d9=d94&r1d10=d102&r1d11=d12",53,162,116,51,35,104,125,91,77,66,149
Hillingdon,E09000017,Hillingdon,5,4,2,5,4,5,2,1,1,2,297735,31,Hillingdon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hillingdon&r1d1=d15&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d102&r1d11=d15",65,32,44,134,29,63,37,154,188,201,139
Hounslow,E09000018,Hounslow,1,5,2,5,4,3,2,2,2,1,268770,27,Hounslow,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hounslow&r1d1=d11&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d63&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d101&r1d11=d11",112,179,24,164,20,51,108,173,145,169,184
Kingston upon Thames,E09000021,Kingston upon Thames,5,5,5,5,5,5,3,4,5,2,173525,44,Kingston_upon_Thames,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kingston_upon_Thames&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d65&r1d7=d73&r1d8=d84&r1d9=d95&r1d10=d102&r1d11=d15",10,3,11,20,5,5,11,93,66,27,131
Merton,E09000024,Merton,5,5,5,5,4,4,2,2,4,1,204565,37,Merton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Merton&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d72&r1d8=d82&r1d9=d94&r1d10=d101&r1d11=d15",38,7,8,36,34,48,77,135,134,46,181
Redbridge,E09000026,Redbridge,1,5,5,5,4,3,1,5,1,2,296793,32,Redbridge,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Redbridge&r1d1=d11&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d63&r1d7=d71&r1d8=d85&r1d9=d91&r1d10=d102&r1d11=d11",59,184,26,29,27,57,124,185,12,190,164
Richmond upon Thames,E09000027,Richmond upon Thames,5,5,5,5,5,5,5,4,5,4,194730,48,Richmond_upon_Thames,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Richmond_upon_Thames&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d104&r1d11=d15",2,6,3,6,12,4,42,24,46,4,53
Sutton,E09000029,Sutton,5,5,5,5,4,4,4,1,2,4,200145,39,Sutton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Sutton&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d104&r1d11=d15",31,17,28,25,4,53,78,52,182,137,59
Waltham Forest,E09000031,Waltham Forest,1,4,3,5,4,4,1,2,1,1,271170,26,Waltham_Forest,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Waltham_Forest&r1d1=d11&r1d2=d24&r1d3=d33&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d11",130,206,58,130,37,47,49,191,143,180,186
Bracknell Forest,E06000036,Bracknell Forest,2,5,5,4,5,4,5,3,5,5,118982,43,Bracknell_Forest,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bracknell_Forest&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d83&r1d9=d95&r1d10=d105&r1d11=d12",16,149,37,7,58,18,60,11,89,26,13
Brighton and Hove,E06000043,Brighton and Hove,2,5,3,2,2,2,2,1,4,5,285276,28,Brighton_and_Hove,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Brighton_and_Hove&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d62&r1d7=d72&r1d8=d81&r1d9=d94&r1d10=d105&r1d11=d12",94,166,43,126,140,171,153,155,196,48,5
Isle of Wight,E06000046,Isle of Wight,1,2,2,2,5,5,4,4,5,2,139395,32,Isle_of_Wight,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Isle_of_Wight&r1d1=d11&r1d2=d22&r1d3=d32&r1d4=d42&r1d5=d55&r1d6=d65&r1d7=d74&r1d8=d84&r1d9=d95&r1d10=d102&r1d11=d11",59,176,161,156,138,13,23,59,56,39,138
Medway,E06000035,Medway,5,2,2,1,5,5,3,2,1,5,276492,31,Medway,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Medway&r1d1=d15&r1d2=d22&r1d3=d32&r1d4=d41&r1d5=d55&r1d6=d65&r1d7=d73&r1d8=d82&r1d9=d91&r1d10=d105&r1d11=d15",65,39,147,148,212,42,22,119,174,179,22
Milton Keynes,E06000042,Milton Keynes,1,4,2,4,2,5,4,2,2,2,261762,28,Milton_Keynes,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Milton_Keynes&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d52&r1d6=d65&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d11",94,189,72,146,70,152,19,86,146,153,144
Portsmouth,E06000044,Portsmouth,1,3,1,1,2,2,2,5,2,2,211758,21,Portsmouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Portsmouth&r1d1=d11&r1d2=d23&r1d3=d31&r1d4=d41&r1d5=d52&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d102&r1d11=d11",183,195,127,202,199,165,158,147,42,144,159
Reading,E06000038,Reading,1,5,1,2,2,3,2,3,5,2,161739,26,Reading,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Reading&r1d1=d11&r1d2=d25&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d72&r1d8=d83&r1d9=d95&r1d10=d102&r1d11=d11",130,211,38,188,148,149,113,151,112,16,146
Slough,E06000039,Slough,2,4,1,4,5,2,1,1,1,2,145734,23,Slough,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Slough&r1d1=d12&r1d2=d24&r1d3=d31&r1d4=d44&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d102&r1d11=d12",160,150,66,175,51,31,154,176,198,210,158
Southampton,E06000045,Southampton,2,3,1,2,4,2,2,2,1,2,249537,21,Southampton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southampton&r1d1=d12&r1d2=d23&r1d3=d31&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d72&r1d8=d82&r1d9=d91&r1d10=d102&r1d11=d12",183,144,115,206,173,45,133,146,136,193,156
West Berkshire,E06000037,West Berkshire,5,5,5,5,5,4,5,5,5,5,156020,49,West_Berkshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Berkshire&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",1,9,15,21,30,27,69,7,21,29,3
Windsor and Maidenhead,E06000040,Windsor and Maidenhead,5,5,5,2,4,4,5,5,5,5,147708,45,Windsor_and_Maidenhead,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Windsor_and_Maidenhead&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",6,29,9,18,141,50,56,38,27,12,6
Wokingham,E06000041,Wokingham,5,5,5,5,5,3,5,4,5,2,160409,44,Wokingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wokingham&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d102&r1d11=d15",10,24,10,3,8,33,111,3,59,19,137
Buckinghamshire,E10000002,Buckinghamshire,2,5,5,5,4,1,5,5,5,5,528400,42,Buckinghamshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Buckinghamshire&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d12",19,151,16,14,17,49,201,25,26,6,4
East Sussex,E10000011,East Sussex,2,3,4,2,4,1,4,3,4,5,544064,32,East_Sussex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Sussex&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d83&r1d9=d94&r1d10=d105&r1d11=d12",59,140,125,63,164,72,204,47,93,55,20
Hampshire,E10000014,Hampshire,5,4,5,5,4,1,5,4,5,4,1353043,42,Hampshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hampshire&r1d1=d15&r1d2=d24&r1d3=d35&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d104&r1d11=d15",19,37,47,35,26,46,207,15,47,15,57
Kent,E10000016,Kent,4,4,4,2,4,1,4,4,4,5,1524719,36,Kent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kent&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d14",40,52,87,71,150,61,195,64,73,59,26
Oxfordshire,E10000025,Oxfordshire,5,5,5,4,5,1,5,5,5,5,677810,45,Oxfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Oxfordshire&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",6,15,14,24,71,8,190,12,33,9,27
Surrey,E10000030,Surrey,4,5,5,5,5,1,5,4,5,5,1168809,44,Surrey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Surrey&r1d1=d14&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d14",10,50,17,5,3,35,200,18,64,8,31
West Sussex,E10000032,West Sussex,4,4,4,2,4,1,5,5,5,4,836256,38,West_Sussex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=West_Sussex&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d104&r1d11=d14",32,47,60,46,151,62,203,16,37,30,62
Bath and North East Somerset,E06000022,Bath and North East Somerset,4,5,5,5,5,5,5,4,5,5,184874,48,Bath_and_North_East_Somerset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bath_and_North_East_Somerset&r1d1=d14&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d14",2,49,20,32,42,15,8,5,71,7,1
Bournemouth,E06000028,Bournemouth,1,3,2,2,2,5,3,1,5,5,194516,29,Bournemouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bournemouth&r1d1=d11&r1d2=d23&r1d3=d32&r1d4=d42&r1d5=d52&r1d6=d65&r1d7=d73&r1d8=d81&r1d9=d95&r1d10=d105&r1d11=d11",83,205,109,174,167,137,7,113,175,42,36
"Bristol, City of",E06000023,"Bristol, City of",1,4,2,1,4,5,2,1,2,4,449328,26,Bristol,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bristol&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d41&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d81&r1d9=d92&r1d10=d104&r1d11=d11",130,192,67,158,196,54,25,149,203,143,63
Cornwall,E06000052,Cornwall,5,2,4,4,5,2,4,5,5,2,549404,38,Cornwall,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cornwall&r1d1=d15&r1d2=d22&r1d3=d34&r1d4=d44&r1d5=d55&r1d6=d62&r1d7=d74&r1d8=d85&r1d9=d95&r1d10=d102&r1d11=d15",32,30,142,44,63,10,148,53,39,40,143
Isles of Scilly,E06000053,Isles of Scilly,5,5,5,5,5,1,5,4,5,5,2324,45,Isles_of_Scilly,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Isles_of_Scilly&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d15",6,16,21,22,21,25,178,1,68,5,21
North Somerset,E06000024,North Somerset,5,4,4,4,4,5,5,3,2,5,209944,41,North_Somerset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=North_Somerset&r1d1=d15&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d65&r1d7=d75&r1d8=d83&r1d9=d92&r1d10=d105&r1d11=d15",25,8,86,47,54,69,2,37,101,134,11
Plymouth,E06000026,Plymouth,5,2,1,1,5,3,4,3,2,2,262712,28,Plymouth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Plymouth&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d55&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d15",94,35,168,181,194,32,96,74,92,172,151
Poole,E06000029,Poole,4,4,4,4,5,5,5,3,5,5,150577,44,Poole,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Poole&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d83&r1d9=d95&r1d10=d105&r1d11=d14",10,58,69,55,52,43,16,23,102,24,16
South Gloucestershire,E06000025,South Gloucestershire,5,4,5,4,5,5,5,4,5,5,274661,47,South_Gloucestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=South_Gloucestershire&r1d1=d15&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d15",5,23,45,27,57,23,31,8,51,33,8
Swindon,E06000030,Swindon,4,3,1,2,2,3,4,3,4,2,217160,28,Swindon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Swindon&r1d1=d14&r1d2=d23&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d94&r1d10=d102&r1d11=d14",94,56,112,204,168,131,104,51,103,53,148
